item_id	type_id	invariant	non_numeric_axis_1	non_numeric_axis_2	structural_difference	nearest_prior	verdict
A/11	IN-04 + IN-06 + IN-09	제시된 기본 파이썬 연산·순회·변경의 의미	관측 제한: 전체 리스트를 읽는 대신 선택한 인덱스의 개수만 반환	요구 행동: 실행 출력 대신 고정·적응 검사 전략의 최악 횟수와 불가능성 비교	최단 풀이: 공통 위치를 포함한 검사와 숨은 위치 해독 → 세 자리 표식의 반대 쌍 충돌 → 고정 하한과 적응 하한의 구별 → 첫 분할별 남은 후보 구조 공격. 15개 입력의 직접 출력 표만으로 최소성과 적응 전략의 한계를 증명할 수 없다. 정보량 3³만의 우회를 배제한다. 기본 코드 범위와 별개로 조합 논증 부담·최고 원천 비교는 독립 검토 전이다.	기존 A/11의 고정 리스트 출력에서 관측 설계 문제로 실질 교체. IN-09 인덱스 접근, IN-04 값 분기, IN-06 조건부 개수 누적. B/11은 기계 배정의 수치 조건 복원이며 이 문항의 검사 전략 하한 증명과 다르다. 최고 수준·범위 미확정.	REVIEW
A/12	IN-04 + IN-06 + IN-09	제시된 기본 파이썬 연산·순회·변경의 의미	물어보는 지점: 입력을 주고 출력 계산에서 관측의 역상 전체 복원으로 전환	순회 방향·자료 의존성: 방향별 실행 차이가 아닌 추가 관측의 식별 가능성 판정	최단 풀이: 최댓값 이후 갱신 정지 → 회전 및 10의 기여 제거 → 첫 1을 이용한 구간 최대 위치 복원 → 부분 순서의 값 배분 70×3×3 → 역방향에서도 숨겨지는 비교 확인. 단순히 정보가 부족하다는 예시 하나로는 후보 수나 추가 관측의 전수 불변성을 얻지 못한다. 9! 열거는 작성자 검산용이지 학생 풀이의 난도 근거가 아니다. 관측을 없애면 10!개이며 역방향 자료는 의도적으로 중복인지 판정할 대상이다. 구간 복원에 익숙하면 풀이가 짧아질 위험이 있어 최고 난도 달성은 독립 최단 풀이 감사 전 미확정이다.	카탈로그 IN-06 누적, IN-04 조건 및 IN-09 인덱스 순회를 결합. 기존 A/12의 실행 추적을 승계하지 않는 새 지문. 기존 감사의 B/4·B/20 요약 정보 손실과 주제는 가깝지만, 이 문항은 구간의 부분 순서를 역복원하여 역상 크기와 다른 순회 자료의 전수 중복성을 함께 결정한다. A/11은 자유롭게 고르는 검사들의 최소 횟수이며 본 문항은 주어진 두 순회 관측의 정보 의존성이다. 신규성·기존 최고 원천 비교는 독립 판정 미완료.	REVIEW
A/13	IN-04 + IN-06 + IN-14	제시된 기본 파이썬 연산·순회·변경의 의미	누적 대상: 실행 중간값 계산에서 위치 선택의 기여 분해 및 두 관측하의 최적화로 전환	요구 행동: 한 입력 구성에서 최적 역상의 전수 구조와 문자열 배치 수 결정으로 전환	최단 풀이: 누적의 위치 선택 의미 → B별 앞·뒤 기여의 반대 단조성 → 차이 합으로 상한과 정수 경계 → 범위 곱으로 일곱 등호 후보 분류 → 틈별 배치 곱. 코드 길이·전수 탐색량이 아니라 같은 두 관측 아래 세 번째 기여를 제약하는 관계를 찾아야 한다. 최댓값만 대입해 맞힌 뒤 162개를 얻을 수는 없으며 벡터와 문자열의 중복 없는 대응이 필수다. 처음부터 차이 항등식이나 벡터를 발문에 주지 않는다. 순열·조합 기호 자체는 답안에서 자리 고르기로 풀어 썼고, 정보 시험에서 이러한 계수 부담의 적합성과 최고 난도는 독립 검토 대상이다.	카탈로그 IN-06 조건부 누적과 IN-14 문자열 순회, IN-04 분기. 기존 A/13 실행 추적을 재사용하지 않는 새 지문. A/7은 이진 표의 행 교집합 제곱과 대칭 수 분배, 본 문항은 순서가 있는 부분 문자열 위치 선택과 반대 단조 기여·최적 입력 수이므로 같은 수치 치환이 아니다. A/12는 구간 최댓값의 부분 순서 복원이며 본 문항의 등호 분류와는 다른 골격이다. 원천 최고 수준·범위·A/B 신규성은 독립 판정 미완료.	REVIEW
A/14	IN-08 + IN-09 + IN-06	제시된 기본 파이썬 연산·순회·변경의 의미	관측·요구 행동: 초기 입력의 순방향 실행에서 총 작업량만 알려진 시간 극값·역상 분류로 전환	상태 변경 시점: 즉시 변경이 아닌 동시 교환의 대기 의존성과 초기 배치의 결합	최단 풀이: 0별 선행 1 수로 입력 부호화 → 교차 사건의 선행 관계에서 회수 식 → 최소 시각의 여유량 3을 완전 분류 → 최대 시각의 직사각형 하한으로 두 극단 복원. 반복 횟수나 긴 코드가 난도 근거가 아니다. 총 교환 수와 마지막 완료 시간은 다른 양이며, 기다림을 생략한 거리 최댓값 공식은 오답이다. 최소 횟수만 추측하는 것으로는 25개와 전수 구성 규칙을 얻을 수 없다. 작은 모든 이진 입력의 작성자 검산과 학생의 최단 풀이를 구분한다. 최고 수준·범위 승인 전 후보다.	카탈로그 IN-08 while 상태·종료, IN-09 리스트 수정, IN-06 누적. 기존 A/14·B/17의 최종 상태/이력 중첩을 그대로 되풀이하지 않고 작업량이 동일한 동시 갱신의 시간 극값을 묻는다. A/3은 고정 간선 처리 순서의 하강 수, A/10은 순열의 사이클별 제자리 교환 횟수이며 본 문항은 이진 입자의 동시 교차 대기와 여유량 분류다. 같은 정렬 소재라는 이유로 신규성을 자동 통과시키지 않으며 독립 비교는 미완료다.	REVIEW
A/15	IN-08 + IN-09 + IN-04	제시된 기본 파이썬 연산·순회·변경의 의미	요구 행동: 한 반복 실행의 상태 추적에서 예외 순환과 누적 변화량 극값의 전수 분류로 전환	조건 결합: 지역 다수 갱신의 영구 고정 관계와 원형 전체의 값 개수 균형 결합	최단 풀이: 같은 이웃의 영구 고정 → 사이 교대 구간의 경계 확장 → 값 개수 균형으로 두 종류 고정 쌍 강제 → 구간별 변화 합과 분할 손실 → 극값 입력의 회전 중복 제거. 단순 다수결 추적·거리 하나로는 총 변화 수의 전역 상한과 달성 입력 수를 얻지 못한다. 선지·발문에서 고정 쌍이나 구간 합 공식을 알려 주지 않는다. 지역 규칙에서 변하지 않는 구조를 발견해야 하며, 16칸이라는 크기를 난도 근거로 삼지 않는다. 독립 최단 풀이와 범위 비교 전 최고 난도는 미확정이다.	카탈로그 IN-08 종료·반복 상태, IN-09 원형 인덱스와 리스트 변경, IN-04 다중 조건. 기존 A/15의 추적 문제를 승계하지 않는 새 설계. A/2의 선형 XOR 소거는 대수적 주기, A/14의 동시 10 교환은 입자 교차의 선행 관계인 반면 본 문항은 같은 이웃이 만든 영구 경계와 교대 구간 소멸이다. 동시 갱신이라는 공통 소재에 대한 세트 내 중첩 위험은 독립 신규성 검토에서 확인할 항목이다. 최고 원천·범위 근거 미완료.	REVIEW
A/16	IN-09 + IN-11	제시된 기본 파이썬 연산·순회·변경의 의미	관측 방향: 다중 간접 참조의 결과 계산에서 숨은 일대일 이동 규칙 전체 복원으로 전환	요구 행동: 한 규칙의 주기에서 모든 호환 규칙을 동시에 보장하는 반복 횟수 결정으로 전환	최단 풀이: 네 번 이동 결과의 묶음 발견 → 다섯 번 이동의 두 표현으로 묶음 사이 일대일 이동 강제 → 묶음 순환 길이와 내부 자리 이동 결합 → 중복 없는 네 구조 계수 → 공통 보장과 최장 순환 구성. 12! 대입이나 반복 추적은 학생 풀이를 대신하지 못한다. 묶음만 세거나 내부 이동만 세면 208을 얻지 못하며, 관측된 3회 주기를 숨은 규칙의 주기로 오인하는 우회는 틀린다. 별도의 군론 용어나 정리는 발문에 도입하지 않고 기본 인덱스 이동으로 유도한다. 그럼에도 조합적 추론 부담이 정보 범위에 적합한지와 최고 수준 비교는 독립 검토 전 미확정이다.	카탈로그 IN-09 간접 인덱스와 IN-11 반복 실행. 기존 A/16 실행 추적과 코드·조건을 새로 설계했다. A/10은 위치 이동 폭 제한 아래 정렬 교환의 사이클 분해이고, 본 문항은 관측 규칙과의 교환 관계로 숨은 묶음 이동·자리 이동을 함께 복원한다. 순환이라는 공통 발상이 있으므로 세트 내 신규성은 독립 비교 대상이며 최고 원천 비교는 미완료다.	REVIEW
A/17	IN-04 + IN-06 + IN-09	제시된 기본 파이썬 연산·순회·변경의 의미	누적 대상: 각 원소 자체의 합에서 손실 후 유지되는 연속 구성 경계로 변경	조건식·순회 대상: 고정 리스트 한 번의 출력에서 서로 다른 두 칸 제외 전 경우의 최악 반환으로 변경	최단 풀이: 누적 경계 해석 → 임계 위치 앞 최대 두 칸 삭제 → 성분별 상한 수열 → 끝 두 칸 삭제의 전역 상한 → 등호 조건과 임의 삭제 충분성. 코드가 상한 수열이나 삭제 위치를 알려 주지 않는다. 큰 값 둘만 지우는 쉬운 우회는 (2)의 반례로 실제 실패한다. DF1 다단계·DF2 손실/정렬/동시최적·DF5 적대적 삭제 발상은 작성자 근거이며 최고 난도 판정은 미완료.	카탈로그 IN-06 조건부 누적(초기값·순회 대상·조건식), IN-04 조기 반환, IN-09 인덱스와 결합. 최근접 과거 후보 A/21은 정렬 리스트의 최초 누락과 단일 반례였고, 본 문항은 임의 두 칸 손실의 무상한 최적화·모든 등호 입력을 요구한다. 현재 A/6의 고정 관측 승인순서 복원 및 B/7의 환급/순서 최적화와 달리 순서는 고정하고 삭제 위치를 상대가 고른다. 기존 최고 원천 비교 및 정식 Tier는 미확정.	REVIEW
A/18	IN-01 + IN-08 + IN-06	제시된 기본 파이썬 연산·순회·변경의 의미	관측 대상: 한 수의 종착값 대신 서로 다른 자리 덧셈 결과의 합에서 원래 배치를 역추론	반복 누적: 자리별 자리올림의 중첩 기여와 선행0을 제외한 입력 전체의 구성 가능성을 결합	최단 풀이: 자리올림당 자릿수 합 손실 → 연속9 묶음의 삼각합 → 자릿수 합에 의한 네 종류 완전 분류 → 비9자리 합·묶음 틈 선택·선행0 제외 → 종류별 최소 비교. 나머지 공식은 주지 않는다. 작은 입력 몇 개의 추적이나 디지털 루트로는 18자리 전체의 개수와 최소를 얻지 못한다. 큰 정수 산술은 이항계수 식 제출로 우회 가능하게 하여 그 계산량을 난도 근거에서 제외했다. 계산용 상태 DP는 작성자 검산이지 학생 필수 문법이 아니다.	감사17 A/18(AQ:419–442, AA:392)은 핵심 나머지 관계를 발문에 제공해 미달. 그 공식을 지우고 프로그램 간 관측에서 숨은 불변량을 찾도록 한 수정 방향을 반영했다. IN-08 자리별 while, IN-01 몫·나머지, IN-06 조건부/식 누적을 결합. 기존 최고 원천 대비 난도 우열과 조합 계산의 범위는 독립 검토 미완료.	REVIEW
A/19	IN-09 + IN-11 + IN-04	제시된 기본 파이썬 연산·순회·변경의 의미	자료 관점: 서로 겹치는 두 읽기 위치의 갱신 시점과 원래 값 보관 여부를 함께 판단	요구 행동: 특정 순서 출력 대신 모든 입력에 안전한 보관 집합의 최소화·전수 구성 가능성 판별	최단 풀이: 전1 입력을 이용한 선후관계 필요성 → 네 개의 독립 순환으로 비용 하한 → 실제 달성 순서 → 추가 간격이 만드는 순환을 완료 표시로 판별 → 회전 대칭의 이중계수. 12! 순서 열거는 불필요하며 27개로 축소되기 전에 보관·선후관계·보편 입력의 결합을 찾아야 한다. 27칸의 반복 계산 자체는 난도 근거가 아니다. 단순히 겹침 반례 하나를 요구했던 설계와 달리 최소성·모든 최적 선택의 실현 가능성이 함께 필요하다.	감사17 A/19(AQ:443–469, AA:413)는 비중첩 교환·겹침 반례가 전형적이라 미달. 실제로 안전한 갱신 순서를 구성해야 한다는 수정 취지를 반영해 보관과 공유 읽기를 결합했다. IN-09 원소 변경, IN-11 변수 인덱스, IN-04 보관 여부 분기를 사용한다. A/3의 반복 전파·오름내림 횟수나 A/16 순열 거듭제곱과는 핵심 풀이를 구분했다. 최고 원천과의 독립 비교는 미완료.	REVIEW
A/20	IN-06 + IN-04 + IN-09	제시된 기본 파이썬 연산·순회·변경의 의미	누적 대상: 값 자체가 아닌 이후 분기가 증폭하는 기여	순회 대상·방향: 한 입력의 정방향과 역방향 동시 관측	최단 풀이: 0의 기여 분해 → 등식과 정수 범위 → 틈 용량 → 최소화·복원. 큰 수 계산이 아니라 양방향 기여의 숨은 대칭을 찾아야 한다. 12칸 단순 추적이나 한 조건만의 최적화로 답이 나오지 않는다.	기존 A/20은 열 교환 한 번의 반례였으며 폐기 대상. 카탈로그 IN-06의 조건부 누적 및 IN-04 분기와 비교. 기존 최고 원천과의 난도 우열은 독립 비교 미완료.	REVIEW
A/22	IN-11 + IN-14 + IN-06	제시된 기본 파이썬 연산·순회·변경의 의미	조작 순서: 출력이 아닌 처리 도중 삭제·추가 이력을 역복원	중복 원소: 총빈도와 중간 위치 관측을 동시에 제약	최단 풀이: 높이 경로 완전 분류 → 재사용되는 글자 자리 묶음 → 부분 관측 → 빈도 소진. 길이만 맞는 문자열을 답하면 틀리고, 같은 글자 인접을 모두 추가로 보면 실행 경로가 바뀐다.	기존 A/22의 제공된 반례·짝수 길이 결론을 제거. IN-11의 중복·순서와 IN-14 문자 접근을 사용. 최근접 기존 후보 A/22; 실제 최고 난도 비교는 미확인.	REVIEW
